title,address1,address2,city,state,zipcode,website,phone,tags,latitude,longitude
JUDY JOANNU,83 MILL ST,,ALMONTE,ON,K0A 1A0,,(613) 291-5264,,39.486021,-96.215981
CRUSH MARKETPLACE,14 MILL STREET,,ALMONTE,ON,K0A1A0,,(613) 461-2211,,39.657355,-76.371332
BIBA,"27 MAIN ST., BOX 157",,MORRISBURG,ON,K0C1X0,,(613) 543-2556,,0,0
BRAG CLOTHING CO.,279 Bloomfield Main,,BLOOMFIELD,ON,K0K 1G0,,(613) 393-5509,,0,0
THE CLAN SHOPPE LIMITED,47 Main Street,,BRIGHTON,ON,K0K 1H0,,(613) 475-2166,,44.925621,-69.673524
BUCKEYE (SURF AND KAWARTHA LIFESTYLE),52/54 Bolton Street,,BOBCAYGEON,ON,K0M 1A0,,(705) 738-2666,,39.547557,-76.321984
SHEPHERD'S FASHION ACCESSORIES,"145 TRAINYARDS DRIVE, UNIT 4",,OTTAWA,ON,K1G 3X8,,(613) 789-7400,,41.34559,-88.84258
FROU FROU BY PAT,159 YORK ST.,,OTTAWA,ON,K1N5T4,,(613) 562-4581,,41.345416,-88.832867
ESCAPE - MIKOCAN INC,703 BANK ST.,,OTTAWA,ON,K1S3V1,,(613) 567-3989,,41.372348,-88.81978
MANHATTAN WEST,322 RICHMOND ROAD,,OTTAWA,ON,K1Z 6X6,,(613) 695-0517,,37.101712,-94.521013
BEL'ORTIE,2768 LAURIER ST.,,ROCKLAND,ON,K4K1A2,,(613) 794-9619,,44.10369,-69.10893
LINDSAY & McCAFFREY LIMITED,1160 Beaverwood Road Unit #9,,MANOTICK,ON,K4M 1A2,,(613) 692-3368,,44.36361,-86.20509
HODGE PODGE,213 MAIN ST. E,,HAWKESBURY,ON,K6A 1A1,,(613) 632-1395,,0,0
ECHO CLOTHING,83 KING ST W,,BROCKVILLE,ON,K6V 3R1,,(blank),,43.245152,-78.204222
ACQUISTI LIFE,19 BRIDGE ST,,CARLTON PLACE,ON,K7C 2V2,,(613) 434-2106,,45.2513,-123.114169
FASHION ENVY,47 Foster Street,,PERTH,ON,K7H 1R9,,(613) 466-0757,,48.754621,-99.438351
CHRIS JAMES,253 ONTARIO STREET,,KINGSTON,ON,K7L 2Z4,,(613) 541-0707,,42.942617,-77.58002
A DASH OF FAB,128 JOHN STREET NORTH,,ARNPRIOR,ON,K7S 2N6,,(613) 717-1233,,33.56198,-80.777828
PURE HONEY BOUTIQUE,217 N FRONT STREET,,BELLEVILLE,ON,K8P 3C3,,(613) 961-5087,,38.545357,-90.198206
STUDIO B,44 DUNDAS STREET WEST,,TRENTON,ON,K8V 3P2,,(613) 394-6638,,40.263997,-74.818496
HAMILTON CREEK,108 Kent Street West,,LINDSAY,ON,K9V 2Y4,,(705) 324-9775,,36.20301,-119.08816
FEMME BY CHRISTINA INC.,10522A ISLINGTON AVE.,,KLEINBURG,ON,L0J 1C0,,905-893-0697,,41.644566,-71.22518
G.FACEY'S CLOTHING,57 Walton Street,,PORT HOPE,ON,L1A 1N2,,(905) 885-1838,,33.797208,-83.714665
SHERIDAN NURSERIES WHITBY,#25 WHITBY GARDEN CENTRE,,WHITBY,ON,L1P 2A9,,(905) 686-0844,,37.68174,-81.207588
TOUS JOURS,5 MAIN STREET WEST,,GRIMSBY,ON,L3M 5J3,,(905) 309-8888,,0,0
SHERIDAN NURSERIES UNIONVILLE,#33 UNIONVILLE GARDEN CENTRE,,UNIONVILLE,ON,L3R 1L5,,(905) 477-2253,,35.096166,-80.507095
CHIC THRILLS,6316 MAIN ST,,WHITCHURCH-STOUFFVILE,ON,L4A 1G8,,(905) 642-3339,,0,0
OAKRIDGE FASHION INC.,14800 YONGE STREET,,AURORA,ON,L4G 1N3,,(905) 726-4063,,39.739249,-104.862881
INJOY YOGA & ACTIVEWEAR INC.,"15263 YONGE STREET, UNIT #4",,AURORA,ON,L4G 1N6,,(905) 727-8419,,39.739249,-104.862881
CASHMERE BLUE,250 King Street,,MIDLAND,ON,L4R 3M3,,(705) 526-2365,,38.877846,-79.833638
SHERIDAN NURSERIES ETOBICOKE,#26 ETOBICOKE GARDEN CENTRE,,MISSISSAUGA,ON,L4X 2S7,,(905) 624-3722,,34.110859,-85.590218
SHERIDAN NURSERIES MISSISSAUGA,#32 MISSISSAUGA/OAKVILLE GARDEN CENTRE,,MISSISSAUGA,ON,L5J 2Y4,,(905) 822-0251,,34.110859,-85.590218
WATCH US WOMEN,1131 Nottinghill Gate,,OAKVILLE,ON,L6M 2G3,,(905) 827-2271,,38.80307,-90.300764
THE OYSTER,460 PEARL ST.,,BURLINGTON,ON,L7R 4G2,,(905) 632-4199,,39.995693,-74.783871
BRITTANY N'BROS,241 QUEEN ST.,,PORT PERRY,ON,L9L 1B9,,(905) 985-9910,,32.64769,-83.687346
THE STYLE BOUTIQUE,75 HURONTARIO STREET,,COLLINGWOOD,ON,L9Y 2L7,,(705) 445-2333,,35.877706,-87.642386
SHERIDAN NURSERIES SCARBOROUGH,#22 SCARBOROUGH GARDEN CENTRE,,SCARBOROUGH,ON,M1H 2V5,,(416) 438-6931,,43.59946,-70.354653
TONI PLUS INC.,"1140 SHEPPARD AVENUE WEST, UNIT 16",,NORTH YORK,ON,M3K 2A2,,(613) 633-9331,,37.273469,-76.670188
BODY BLUE / 862528 ONTARIO INC.,199 DANFORTH AVENUE,,TORONTO,ON,M4K 1N2,,(416) 778-7601,,40.477049,-80.670057
POSH,2016 QUEEN STREET WEST,,TORONTO,ON,M4L 1J3,,(416) 690-5533,,40.472134,-80.973297
NARNIA,3236 YONGE STREET,,TORONTO,ON,M4N 2L4,,(416) 487-7287,,40.477049,-80.670057
SENSE OF INDEPENDANCE,526 LAWRENCE AVENUE WEST,,TORONTO,ON,M6A 1A2,,(416) 481-8242,,35.233401,-87.343398
SEGAL,894 EGLINTON AVENUE WEST,,TORONTO,ON,M6C 2B6,,(416) 783-9787,,40.477049,-80.670057
TRIXIE INC.,2313 BLOOR STREET WEST,,TORONTO,ON,M6S 1P1,,(416) 762-0084,,40.428328,-78.390247
"NORDSTROM CANADA RETAIL, INC.",868 - NATIONAL LOGISTICS SERVICES,,ETOBICOKE,ON,M9W5L9,,(416) 246-9536,,39.608977,-78.940302
ARIA BOUTIQUE,"45 MILL STREET ,UNIT 8",,ELORA,ON,N0B 1S0,,(519) 846-0404,,35.01342,-86.35582
HANNAH'S,"116 MAIN STREET, P.O. BOX 130",,ERIN,ON,N0B 1T0,,(519) 833-2770,,39.685028,-110.854798
KISSES/LIFEOLOGY,247 DURHAM ST,,WALKERTON,ON,N0G 2V0,,(519) 881-3090,,36.449422,-78.567513
CASUAL CORNERS/MENSCH,630 Goderich Street,,PORT ELGIN,ON,N0H 2C0,,(519) 832-2377,,42.101977,-88.055804
EUROPEAN ADDITION,403 Main Street,,EXETER,ON,N0M 1S6,,(519) 235-1795,,45.386793,-68.49629
SHERIDAN NURSERIES KITCHENER,#37 KITCHENER GARDEN CENTRE,,KITCHENER,ON,N2E 1H6,,(519) 743-4146,,34.110859,-85.590218
DEBBIE'S BASIC BLACK,13 GRAND RIVER ST. N.,,PARIS,ON,N3L 2L9,,(519) 442-7600,,33.660527,-95.55638
SHOPPER'S,851 2ND ST. E.,,OWEN SOUND,ON,N4K 1Z4,,(519) 371-5230,,44.94858,-90.5643
VI-LEENS,440 - 10TH STREET,,HANOVER,ON,N4N 1P9,,(519) 364-4480,,37.534078,-76.797167
GRACE THE BOUTIQUE,76 ONTARIO STREET,,STRATFORD,ON,N5A 3H2,,(519) 273-0005,,42.947924,-77.58606
STUDIO STYLE,215 MAIN STREET,,PORT STANLEY,ON,N5L 1C4,,(519) 782-7467,,44.070329,-101.159385
IMPRESSIONS,148 WORTLEY RD,,LONDON,ON,N6C 3P5,,(blank),,39.886277,-83.407733
GARBO'S FASHIONS,136 FRONT STREET N,,SARNIA,ON,N7T 5S3,,(519) 542-2698,,39.657355,-76.371332
BUTTONS & BOWS,131B Michigan Avenue,,POINT EDWARD,ON,N7V 1E5,,(519) 786-4848,,41.807011,-85.997234
STEPPING OUT,9 TALBOTS ST. N,,ESSEX,ON,N8M 1A5,,(519) 776-5000,,39.236123,-76.611639
CLYDE HATCH BOUTIQUE,352 MANNING ROAD,,TECUMSEH,ON,N8N 4W5,,(519) 979-2828,,42.008398,-83.922214
ARTESSA,5866 WYANDOTTE ST.E,,WINDSOR,ON,N8S 1M8,,(519) 946-0777,,38.532827,-122.8041
CAESARS WINDSOR,377 RIVERSIDE DRIVE E.,,WINDSOR,ON,N9A 7H7,,(519) 258-7878,,43.810643,-72.505503
OUR PLACE,262 DALHOUSIE ST.,,ANMHERSTBURG,ON,N9V 1W8,,(519) 736-3368,,32.635934,-98.179314
WATCH ME GROW,27 Armstrong Street South,,NEW LISKEARD,ON,P0J 1P0,,(705) 628-2026,,38.427847,-84.810504
KILLARNEY LODGE,3 COMMISSIONER ST.,,KILLARNEY,ON,P0M 2A0,,(705) 287-2242,,28.545385,-81.650667
LONDON UNDERGROUND,141 Main Street West,,NORTH BAY,ON,P1B 2T6,,(705) 474-7848,,43.591743,-83.905321
LEATHER WORKS PLUS,149 LORNE ST,,SUDBURY,ON,P3C 4P4,,(705) 674-5757,,41.099397,-82.121824
MI CASA,42 PINE ST. S.,,TIMMINS,ON,P4N 2J8,,(705) 264-4777,,0,0
SARICH'S SOURCE FOR SPORTS,136 ONTARIO AVENUE,,ELLIOT LAKE,ON,P5A 1Y3,,(705) 848-3246,,32.3432,-89.32868
MOONBEAM COUNTRY STORE,112 GOVERNMENT RD E,,KAPUSKASING,ON,P5N 1A7,,(705) 335-3532,,45.297173,-121.739004
KRUSH CLOTHING BOUTIQUE,1306 Great Northern Road,,SAULT STE MARIE,ON,P6A 5K7,,(705) 575-7566,,44.748405,-68.806704
CHADWICKS,2700 DUFFERIN STREET,,TORONTO,ON,M6B 4J3,,(416) 512-6901,,40.477049,-80.670057
BELLE'S BOUTIQUE,557 Main Street,,MONTAGUE,PE,C0A 1R0,,(902) 838-4055,,33.699084,-97.525422
JEMS BOUTIQUE,5 Gerald McCarville Drive,,KENSINGTON,PE,C0B 1M0,,(902) 894-1457,,41.602948,-72.769991
JEMS BOUTIQUE,102 A Queen Street,,CHARLOTTETOWN,PE,C1A 4B2,,(902) 894-1457,,43.710655,-82.93214
DOW'S,145 Great George Street,,CHARLOTTETOWN,PE,C1A 4K7,,(902) 894-3593,,0,0
BOUTIQUE LA BICHE,618 A Boulevard Perron,,CARLETON-SUR-MER,QC,G0C 1J0,,(418) 364-3103,,46.558904,-92.637049
BOUTIQUE MARIE CARINE,484 AVENUE DE L'HOTEL DE VILLE,,CHANDLER,QC,G0C 1K0,,(418) 689-6061,,0,0
A.A.LOUBERT & FILS LTEE,141 BOUL PERRON OUEST,,NEW RICHMOND,QC,G0C 2B0,,(418) 392-5605,,37.554235,-77.47469
SPECIALITEES FEMININES ET MASCULINES INC,142 ST-JOSEPH NORD,,RIVIERE-BLEUE,QC,G0L 2B0,,(418) 893-2096,,41.959671,-85.326193
ROBA E CASSO(MURMURE),7845 1ERE AVENUE,,QUEBEC,QC,G1H 2Y3,,(418) 623-2826,,41.854975,-71.858826
LALIBERTE- J.B LTEE,595 St-Joseph Est,,QUEBEC,QC,G1K 3B7,,(418) 525-4841,,41.823697,-85.29198
Boutique Viky Rodrigue,1221 Rue Charles Albanel,,QUEBEC,QC,G1X 4Y5,,(418) 650-6320,,41.79404,-71.854535
BOUTIQUE Rue,5401 BOUL DES GALERIES,,QUEBEC,QC,G2K 1N4,,(418) 871-4353,,41.79404,-71.854535
FOLIES FEMININES,431 AVENUE BROCHU,,SEPT-ILES,QC,G4R 2W9,,(418) 968-8821,,38.300217,-76.743445
MARIE-CLO 2000,97 CHEMIN PRINCIPALE,,CAP AUX MEULES,QC,G4T 1C3,,(418) 986-4457,,31.680297,-100.147719
LES BIJOUX DE MICHELE,237 RUE SAINT-ETIENNE SUITE 270,,LA MALBAIE,QC,G5A 1H5,,(418) 202-0770,,30.237424,-92.142902
AU BON GO�T,94 RUE SAINT-GERMAIN OUEST,,RIMOUSKI,QC,G5L 4B5,,(418) 723-2468,,0,0
BOUTIQUE L'ELEGANCE,132 ST-GERMAIN OUEST,,RIMOUSKI,QC,G5L 4B5,,(418) 724-6804,,45.90162,-89.48736
CENTRE MODE BEAULIEU,325 Temiscouata,,RIVIERE-DU-LOUP,QC,G5R 2Y7,,(418) 862-2160,,27.297687,-97.787713
RENDEZ VOUS,118 St. Jean Baptiste Est,,MONTMAGNY,QC,G5V 1K5,,(418) 248-2682,,36.106445,-115.040317
BOUTIQUE ANABEL,8585 BOUL. LACROIX,,SAINT-GEORGES,QC,G5Y 5L6,,(418) 228-3236,,30.434346,-82.165527
BOUTIQUE 401 INC.,3560 RUE LAVAL,,LAC-MEGANTIC,QC,G6B 2X4,,(819) 583-2401,,37.78735,-75.606039
A.SETLAKWE LTEE,188 NOTRE DAME OUEST,,THETFORD MINES,QC,G6G 5T8,,(418) 335-9121,,47.254486,-68.065309
LA PETITE ROBE,520 BOUL.FRONTENAC O.,,THETFORD MINES,QC,G6G 5V9,,(418) 335-5197,,0,0
FAN CLUB,50 Notre-Dame Est,,VICTORIAVILLE,QC,G6P 3Z6,,(819) 752-6226,,41.707119,-86.251339
MO BOUTIQUE/9328-0642 QUEBEC INC.,"1170 Rue De Courchevel, #102",,LEVIS,QC,G6W 8H1,,(418) 832-5888,,0,0
LE VERCHERES BOUTIQUE,460A DES SAGUENEENS,,CHICOUTIMI,QC,G7H 5N6,,(418) 549-0011,,30.362992,-91.263088
LE CHOIX DE SOPHIE,630 Sacre-Coeur Ouest,,ALMA,QC,G8B 1L9,,(418) 487-7277,,43.375171,-84.678002
GEORGES GIMAIEL ENR.,"40, Rue Saint-Pierre",,METABETCHOUAN,QC,G8G 1G2,,(418) 349-2166,,44.477183,-70.436722
MADEMOISELLE FANTAISIE,76 RUE FUSEY,,TROIS-RIVIERES,QC,G8T 2V1,,(819) 374-0052,,37.78735,-75.606039
LA FLANERIE,3075 Cote-Rosemont,,TROIS-RIVIERES,QC,G8Y 4R9,,(819) 375-4438,,38.551851,-121.364674
MODE NICOLE  BEAULIEU 2014,9289-0433 QUEBEC INC.,,TROIS-RIVIERES,QC,G9A 1Z1,,(819) 693-0000,,41.79404,-71.854535
MODE EN TETE,2055 BOUL. BECANCOURT,,BECANCOUR,QC,G9H 3V4,,(819) 298-3419,,0,0
BICHA VETEMENTS ENRG.,2425 - 105Th Avenue,,SHAWINIGAN,QC,G9P 1P5,,(819) 536-4294,,38.300217,-76.743445
BOUTIQUE CAROLINE,550 AVENUE DE LA GRAND-MERE,,SHAWINIGAN,QC,G9T 2H2,,(819) 538-4413,,0,0
BOUTIQUE LILY ROSE,305 ST-JOSEPH,,LATUQUE,QC,G9X 1K9,,819-523-5252,,39.765442,-94.844432
MODE AU PRESENT,12334 STE.CATHERINE EST,,MONTREAL,QC,H1B 1W5,,(514) 645-1437,,46.428,-90.24601
MUSCADE P.A.P.,1380 FLEURY EST,,MONTREAL,QC,H2C 1R5,,(514) 381-5169,,46.428,-90.24601
LES HAUTS & LES BAS LT�E,4487 FABRE,,MONTREAL,QC,H2J 3V4,,(514) 529-7444,,46.428,-90.24601
Joenette,9250 Park Avenue #706,,MONTREAL,QC,H2N 1Z2,,(514) 288-4144,,44.520779,-109.067411
New Customer CAD,225 Chabanel Ouest,,Montr�al,QC,H2N 2C9,,(514) 297-3237,,46.428,-90.24601
MODE EN AFFAIRES,555 CHABANEL O,,MONTREAL,QC,H2N 2J2,,(514) 915-2128,,46.428,-90.24601
CHAUSSURES FELIX BROWN,1089 Avenue Laurier Ouest,,MONTREAL,QC,H2V 2L2,,(514) 273-4675,,48.084625,-101.419006
VAISSEAU D'OR,110 SAINT-PAUL OUEST,,MONTREAL,QC,H2Y 1Z3,,(blank),,0,0
ESPACE P�PIN,350 RUE SAINT. PAUL OUEST,,MONTREAL,QC,H2Y 2A6,,(514) 844-0114,,0,0
DEXDALE,5350 MCDONALD AVENUE #1201,,MONTEAL,QC,H3X 3V2,,(514) 482-4594,,29.538008,-100.011456
PROMENADE GREENE,1334 GREENE AVENUE,,WESTMOUNT,QC,H3Z 2B1,,(514) 935-1522,,38.300217,-76.743445
PROMENADES COP COPINE,5572 MONKLAND AVE.,,MONTREAL,QC,H4A 1C9,,(514) 489-2223,,46.428,-90.24601
GAUDETTE DESIGN INTERNATIONAL,5130 SHERBROOKE WEST,,MONTREAL,QC,H4A 1T1,,(514) 806-7580,,46.428,-90.24601
THALICIA,C.P. 726,,MONTREAL,QC,H5B 1B8,,(514) 282-0476,,46.428,-90.24601
BOUTIQUE MAUDE,545 HAUTERIVE,,LAVAL,QC,H7G 4L8,,(450) 669-8221,,39.655643,-78.810576
BOUTIQUE FRANCINE CASTONGUAY,2953 Saint-Charles Blvd,,KIRKLAND,QC,H9H 3B5,,(514) 630-7829,,38.596674,-76.910649
LAURI'S BOUTIQUE,3549 BOUL. ST-CHARLES,,KIRKLAND,QC,H9H 3C4,,(514) 505-6155,,47.56025,-122.228083
MODE CACH�,275A BOUL SAINT JEAN,,POINTE-CLAIRE,QC,H9R 3J1,,(514) 630-3315,,0,0
BOUTIQUE ELLE ET MOI,1400 Rue Acton,,ACTON VALE,QC,J0H 1A0,,(450) 546-3711,,44.052329,-117.283258
SOLO MODE,9364-9838 QC INC.,,ST. SAUVEUR,QC,J0R 1R0,,(450) 227-1234,,44.816679,-123.137765
BOUTIQUE FILLE D'EVE,2269 KING STREET O,,SHERBROOKE,QC,J1J 2G2,,(819) 569-7623,,39.657355,-76.371332
BOUTIQUE TRIBU,386 PRINCIPALE OUEST,,MAGOG,QC,J1X 2A9,,(819) 847-4011,,48.154788,-124.667177
SOLO MODE,235 HERIOT,,DRUMMONDVILLE,QC,J2C 6X5,,(819) 477-0482,,37.58033,-88.43615
CRINOLINE,82 BOUL. BROMONT #102A,,BROMONT,QC,J2L 2K3,,(450) 534-4844,,31.165947,-96.675985
BOUTIQUE AZUL,3200 BOUL. LAFRAMBOISE,,ST. HYACINTHE,QC,J2S 4Z5,,(819) 582-7604,,37.990686,-76.590233
BOUTIQUE NEWBERRY,600 Pierre Caisse,,ST-JEAN-SUR-RICHELIEU,QC,J3A 1M1,,(450) 359-7779,,36.886677,-86.743019
GABY STYLE ET PASSION,1255 Boulevard De Perigny,,CHAMBLY,QC,J3L 1W7,,(450) 658-0371,,0,0
CHIC 80,53 Roi,,SOREL-TRACY,QC,J3P 4M6,,(450) 743-6835,,37.737191,-121.433384
BOUTIQUE SOLO MODE,A/S NICOLE CONTANTIN ENRG.,,ST-BRUNO,QC,J3V 4P6,,(450) 653-4225,,37.69066,-81.86901
BOUTIQUE ENTR'AMIES INC.,1025 Lionel Daunais,,BOUCHERVILLE,QC,J4B 0A5,,(450) 906-3578,,37.260661,-82.611266
BOUTIQUE MARJOLAINE ENRG.,243 ST.CHARLES OUEST,,LONGUEUIL,QC,J4H 1E1,,(450) 670-6595,,38.858035,-90.463316
TAYLOR ENTREPOT,913 ST.CHARLES,,SAINT-LAMBERT,QC,J4P 2A2,,(450) 672-9722,,0,0
CAROLE OSTIGUY INC.,2001 Rue Victoria #106,,ST.LAMBERT,QC,J4S 1H1,,(450) 465-9249,,34.189235,-90.215916
VETEMENTS L'ASSOMPTION INC.,215 RUE SAINT JOSEPH,,L'ASSOMPTION,QC,J5W 1N1,,(450) 589-5554,,0,0
BOUTIQUE GABRIELLE,Galeries De La Marina,,REPENTIGNY,QC,J6A 2S5,,(450) 654-5783,,38.013461,-122.516244
EN VUE BOUTIQUE,"100 BOUL. BRIEN, LOCAL 126, GALERIES RIVE NORD",,REPENTIGNY,QC,J6A 5N4,,(450) 581-0951,,34.415357,-81.804172
EXIGENCE,100 BOUL. BRIEN,,REPENTIGNY,QC,J6A 5N4,,(450) 582-0600,,34.415357,-81.804172
BTQ.MAHEU ET DAOUST INC.,229 VICTORIA,,VALLEYFIELD,QC,J6T 1A8,,(450) 371-2505,,28.804947,-96.984711
LINGERIE FROU FROU,243 Victoria,,VALLEYFIELD,QC,J6T 1A9,,(450) 371-9045,,28.804947,-96.984711
WALK-IN,238 CHEMIN GRANDE-C�TE,,ROSEMERE,QC,J7A 1H4,,(450) 435-5557,,40.056208,-76.296903
BOUTIQUE ALLIANCE,200 BOUL CURE LABELLE #202,,STE-THERESE,QC,J7E2X5,,(450) 979-7289,,43.483635,-88.450107
BTQ. P'TITES FOLIES,799 BLVD.STE.ADELE,,STE.ADELE,QC,J8B 2N1,,(450) 229-6464,,43.61916,-87.95204
BOUTIQUE AVENUE MODE,838 Rue De St-Jovite,,MONT-TREMBLANT,QC,J8E 3J8,,(819) 425-5225,,0,0
VETEMENTS BRIGIDE ENR.,618 Lafleur,,LACHUTE,QC,J8H 1R8,,(450) 562-8426,,0,0
LA NOMADE,103 PRINCIPALE,,GATINEAU,QC,J9H 3L9,,(819) 684-7250,,0,0
MERCERIE CADIEUX,48 RUE DE LA MADONE,,MONT LAURIER,QC,J9L 1S5,,(819) 623-1600,,29.330235,-99.151314
ROSALIA RAE BOUTIQUE,25 MAIN STREET,,NORQUAY,SK,S0A 2V0,,306-594-7101,,0,0
BENGOUGH DRUGS,100 MAIN STREET,,BENGOUGH,SK,S0C 0K0,,(306) 268-2002,,0,0
CATZ N JAMMERS,101 BURROWS AVE. W BOX 3959,,MELFORT,SK,S0E 1A0,,(306) 752-9411,,35.581206,-94.976342
MY LITTLE BOUTIQUE,1014-100TH STREET,,TISDALE,SK,S0E 1T0,,(306) 873-4363,,37.335745,-97.057569
COTTAGE BOUTIQUE,632 Main Street,,HUMBOLT,SK,S0K 2A0,,(306) 682-2101,,0,0
LA BELLE BOUTIQUE,608 -12 TH AVENUE EAST,,KINDERSLEY,SK,S0L 1S2,,(306) 463-2779,,38.300217,-76.743445
FRANK'S MENSWEAR,1227 4TH STREET,,ESTEVAN,SK,S4A 0W8,,(306) 634-2423,,39.657355,-76.371332
THE VOID,38TH 6TH STREET,,WEYBURN,SK,S4H 1A8,,(306) 842-4499,,39.657355,-76.371332
AT FASHION,2176 - 7Th Avenue,,REGINA,SK,S4R 1C4,,(306) 565-1833,,35.22094,-106.75029
CROCUS & IVY,4065 ALBERT STREET,,REGINA,SK,S4S 3R5,,(306) 522-0877,,35.275505,-106.638155
BOH'S CYCLE & SPORTING GOODS,821 Main Street North,,MOOSEJAW,SK,S6H 0W8,,(306) 692-0477,,0,0
DETAILS AT HOME,309 - 3907 8TH ST. E,,SASKATOON,SK,S7H 5M7,,(306) 244-7797,,32.960575,-98.157108
JEANS N JOGGERS,1165 -101ST STREET,,NORTH BATTLE,SK,S9A 0Z5,,(306) 445-5326,,33.61571,-81.10204
BLUE SKY LINGERIE,Unit 311 - 1 Spring Drive,,SWIFT CURRENT,SK,S9H 3X6,,(306) 773-7702,,48.862924,-113.394345
HOT PEPPERS CLOTHING,4911 49Th Avenue,,LLOYDMINSTER,SK,S9V 0T6,,(306) 825-5326,,38.300217,-76.743445
MARTODAM'S,115 CENTRE STREET,,MEADOW LAKE,SK,S9X 1Y2,,(306) 236-5521,,34.588504,-106.728935
"MARLA JUNE'S CLOTHING COMPANY, �",5215 W. CLEARWATER AVE SUITE 101,,KENNEWICK,WA,99336,,,,46.21228,-119.19185
MARLA JUNE'S CLOTHING COMPANY,16 E. MAIN,,WALLA WALLA,�WA�,99362,,,,46.066814,-118.33852
MARLA JUNE'S CLOTHING COMPANY,811 W. BANNOCK,,BOISE,ID,83702,,,,43.617335,-116.202755
POSH PINEAPPLE,330 CANAL STREET,,NEW SMYRNA BEACH,FL,32168,,,,29.024257,-80.924021
ALLY ANNE'S LLC.,221 1ST AVE. NW,,HICKORY,NC,28601,,(828) 855-1919,,35.733022,-81.340545
POSH PINEAPPLE,330 CANAL STREET ,,NEW SMYRNA BEACH,FL,32168,,(386) 427-7674,,29.024257,-80.924021
MONAS CLOTHING,4614 N UNIVERSITY DRIVE,,CORAL SPRINGS,FL,33067,,(954) 346-0805,,26.28862,-80.250791
BO-TIKI,3015  BEACH BLVD,,GULFPORT,FL,33707,,(727) 498-8757,,27.739809,-82.708124
MAINSTREAM,2355 VANDERBILT BEACH RD,,NAPLES,FL,34109,,(239) 431-6034,,26.24584,-81.772064
PINK FLAMINGO,2220 LOGAN BLVD,,NAPLES,FL,34119,,(239) 631-6517,,26.243059,-81.718331
MAINSTREAM,880 A1A NORTH,,PONTE VEDRA,FL,32082,,(904) 834-7708,,29.783285,-81.258237
SCOUT AND MOLLYS,5050 TOWN CENTER CIR,,BOCA RATON,FL,33486,,(561) 430-3462,,26.363176,-80.122952
SCOUT AND MOLLYS,340 FRONT STREET,,PONTE VEDRA,FL,32082,,(904) 373-5856,,30.204259,-81.381456
LEILAS,1981 SAN MARCO BLVD,,JACKSONVILLE,FL,32207,,(904) 398-4999,,30.304734,-81.654683
LORI AND LULUS,213 CENTRE ST,,FERNANDINA BEACH,FL,32034,,(904) 310-9507,,30.671438,-81.463267
ISLAND CABANA,403 PINE AVE,,ANNA MARIA,FL,34216,,(941) 896-4946,,27.529355,-82.734442
ELI AND PEARL,10083 CLEARY BLVD,,PLANTATION,FL,33324,,(954) 368-5961,,26.13296,-80.284455
EVA BY THE SEA,5971 SILVER KING BLVD,,CAPE  CORAL ,FL,33914,,(239) 540-4480,,26.54,-81.9987
ETC BOUTIQUE,4138 NW 16TH BLVD,,GAINESVILLE,FL,32605,,(352) 378-8222,,29.674846,-82.387672
LISA'S CLOSET,5524 S FLAMINGO RD,,COOPER CITY,FL,33330,,(954) 689-4102,,26.048395,-80.311964
LESLEYS,2829 BIRD AVE,,MIAMI,FL ,33133,,(305) 442-2212,,25.735813,-80.239137
SHOO SHOO BABY,117 S BOYD STREET,,WINTER GARDEN,FL,34787,,(407) 955-2525,,28.564758,-81.58656
LEE TRACY,701 E. GREGORY STREET,,PENSACOLA,FL,32502,,(850) 912-8639,,30.41777,-87.201023
WEAR WITH ALL,101435 OVERSEAS HWY,,KEY LARGO,FL,33037,,(305) 453-0889,,25.112652,-80.421535
SHES THE ONE,7100 FAIRWAY DRIVE,,PGA,FL ,33418,,(561) 355-8111,,26.8368,-80.13295
ELAM JAYNE BOUTIQUE & FANCIFUL THINGS,18 ROYAL OAK DRIVE,,GREENWOOD,SC,29649,,,,34.199697,-82.180572
MAINSTREAM BOUTIQUE (NEW LENOX),2340 E. LINCOLN HWY,,NEW LENOX,IL,60451,,(815) 735-5826,,41.508135,-87.921611
REFORM UNLIMITED DBA REFORMEN STYLE,15 BROADWAY,,CRESSKILL ,NJ,7626,,(201) 394-3581,,40.939177,-73.962061
FITTIN' PRETTY BRAS & BOUTIQUE ,444 SHAWS FLAT RD,,SONORA ,CA,95370,,(209) 532-6149,,37.991287,-120.387768
ARIZONA BILTMORE RESORT,2400 EAST MISSOURI AVENUE,,PHOENIX,AZ,85016,,(602) 955-6600,,33.524065,-112.022874
BAGS & RAGS,16 EASY STREET,,CAREFREE,AZ,85377,,(602) 628-5757,,33.825023,-111.922056
BANNER HEALTH GIFT SHOP,1111 E MCDOWELL RD,,PHOENIX,AZ,85006,,(602) 839-5677,,33.46431,-112.058569
CARINE - GAINEY VILLAGE,8787 N SCOTTSDALE ROAD # 210,,SCOTTSDALE,AZ,85253,,(480) 483-3888,,33.565847,-111.924324
CARINE - 5TH AVENUE SHOPS,7090 E 5TH AVENUE,,SCOTTSDALE,AZ,85251,,(480) 949-0800,,33.498327,-111.928584
CARINE - 1ST AVENUE PIMA PLAZA,7227 E 1ST AVENUE,,SCOTTSDALE,AZ,85251,,(480) 686-8533,,33.493742,-111.925274
